34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,140,142,144,146,148,150,152,154
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,46,40,59,52,55,45,52,47,46
0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,48,38,33,38,43,60,54,50
0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,49,37,53,58,52,49,47,45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,51,50,26,30,40,45,51,51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,47,53,38,49,60,50,44,55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35,39,42,35,22,32,46,48
100,0,0,0,0,0,0,42,0,0,0,0,0,0,0,27,95,37,48,46,47,42,44,48
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,32,53,50,39,36,47,48
0,100,0,0,0,0,0,0,50,0,0,0,0,0,0,0,45,94,52,48,43,59,38,46
0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,51,27,49,43,32,35,53
0,0,100,0,0,0,0,0,0,58,0,0,0,0,0,0,57,52,89,51,47,51,46,58
43,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,30,51,52,27,52,60,26,44
0,0,0,100,0,0,0,0,0,0,54,0,0,0,0,0,54,51,62,88,49,50,54,53
0,52,0,23,0,0,0,0,0,0,0,0,0,0,0,0,46,33,51,49,27,53,54,34
0,0,0,0,100,0,0,0,0,0,0,48,0,0,0,0,47,46,50,55,83,55,52,49
0,0,50,0,23,0,0,0,0,0,0,0,0,0,0,0,48,48,32,48,55,23,49,49
57,0,0,0,0,100,0,0,0,0,0,0,51,0,0,0,52,50,53,59,52,91,61,47
0,0,0,59,0,33,0,0,0,0,0,0,0,0,0,0,100,52,47,31,53,55,30,50
0,60,0,0,0,0,100,0,0,0,0,0,0,47,0,0,60,53,58,49,51,65,88,48
0,0,0,0,53,0,21,0,0,0,0,0,0,0,0,0,24,100,51,59,31,51,57,31
0,0,44,0,0,0,0,100,0,0,0,0,0,0,43,0,56,67,52,46,49,52,47,90
0,0,0,0,0,44,0,24,0,0,0,0,0,0,0,0,54,41,100,55,49,30,49,37
0,0,0,53,0,0,0,0,100,0,0,0,0,0,0,53,0,47,71,49,47,46,48,48
52,0,0,0,0,0,45,0,31,0,0,0,0,0,0,0,74,56,33,100,57,51,24,54
0,0,0,0,47,0,0,0,0,100,0,0,0,0,0,0,31,0,52,71,50,48,49,53
0,55,0,0,0,0,0,50,0,31,0,0,0,0,0,0,0,80,53,34,100,58,51,26
0,0,0,0,0,56,0,0,0,0,100,0,0,0,0,0,51,37,0,56,63,50,51,49
0,0,58,0,0,0,0,0,54,0,30,0,0,0,0,0,51,0,77,44,31,100,51,61
0,0,0,0,0,0,56,0,0,0,0,100,0,0,0,0,45,50,35,0,53,62,45,52
0,0,0,57,0,0,0,0,0,48,0,22,0,0,0,0,48,45,0,82,53,33,100,51
0,0,0,0,0,0,0,51,0,0,0,0,100,0,0,0,52,51,60,35,0,46,76,42
0,0,0,0,46,0,0,0,0,0,44,0,21,0,0,0,0,48,54,0,69,40,36,100
