18,20,22,24,26,28,30,32,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,84,86,88,92,94,96,108,110,128,130,132,138,146,150,152,154,170,172,174,192,198,200,202,204,206,208,210,212
100,0,0,0,0,0,0,48,100,0,0,0,0,0,0,55,0,0,0,0,0,100,0,0,0,0,0,0,0,50,100,0,53,48,0,52,0,48,0,45,100,55,0,48,100,24,49,69,56,57,48,49
28,0,0,0,0,0,0,0,32,49,0,0,0,0,0,0,100,0,48,0,0,26,0,50,52,0,0,49,0,0,23,49,50,100,0,0,56,52,0,51,29,26,45,55,75,49,29,43,42,36,43,53
0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,40,0,0,0,0,0,100,0,100,0,0,48,0,0,0,100,48,49,48,0,54,47,52,0,0,100,52,57,27,100,26,46,76,41,47,55
0,27,0,0,0,0,0,0,0,21,58,0,0,0,0,0,0,100,0,50,0,0,26,0,23,53,0,0,57,0,0,21,0,55,100,52,55,44,53,0,53,24,31,0,59,86,45,33,58,55,53,43
0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,47,0,0,0,0,0,100,0,100,0,0,50,0,0,0,0,47,52,100,0,0,49,53,0,0,100,53,54,23,100,23,61,80,53,53
0,0,28,0,0,0,0,0,0,0,30,45,0,0,0,0,0,0,100,0,50,0,0,24,46,24,56,0,0,50,54,0,54,0,48,23,55,43,48,56,23,45,25,51,47,50,80,43,29,53,44,46
0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,53,0,0,0,0,0,0,0,100,0,0,54,0,0,47,0,48,0,100,53,0,53,0,0,0,46,48,47,31,100,26,52,75,50
0,0,0,30,0,0,0,0,0,0,0,30,52,0,0,0,0,0,0,100,0,54,0,0,0,56,20,0,0,0,44,53,0,44,0,0,76,57,41,46,47,26,47,53,53,46,58,72,45,24,50,51
0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,48,0,0,0,0,100,0,0,0,0,0,0,0,0,48,0,42,54,0,51,0,52,0,0,53,55,59,52,24,100,18,51,72
0,0,0,0,27,0,0,0,0,0,0,0,26,47,0,0,0,0,0,0,100,0,54,0,21,0,53,54,0,0,0,49,0,0,43,100,0,46,56,49,56,56,25,10,0,48,48,51,83,54,30,54
0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,47,0,0,0,0,100,0,100,0,0,43,0,0,0,52,55,0,100,0,54,0,51,0,0,46,46,50,45,24,100,26,51
0,0,0,0,0,19,0,0,0,0,0,0,0,30,38,0,0,0,0,0,0,100,0,50,0,29,0,24,54,0,0,0,0,0,0,54,51,72,34,47,48,42,42,47,55,0,39,51,53,74,41,27
0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,45,0,0,0,0,100,0,100,0,50,51,53,0,0,59,100,55,100,0,50,0,52,50,47,52,40,49,54,20,100,23
0,0,0,0,0,0,24,0,0,0,0,0,0,0,22,56,0,0,0,0,0,0,100,0,0,0,28,48,13,42,0,0,47,0,0,0,23,0,74,51,0,50,47,7,54,52,0,42,50,51,77,49
0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,41,0,0,0,0,0,0,100,0,52,100,55,0,0,0,0,52,100,45,51,0,100,49,44,57,60,48,46,21,100
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,26,50,0,0,0,0,0,0,100,47,0,0,0,57,28,0,0,21,53,0,53,0,55,0,76,51,0,42,46,11,45,53,0,42,53,52,70
