2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,150,152,156,158,194,196,198,200,202,204,206,208,210,212
100,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,50,0,0,54,0,50,47,52,49,52,58,27,52,39,44
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,45,0,0,0,0,0,0,26,47,26,59,51,56,49,18,53,57,56,41,52,46
0,100,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,39,47,56,47,53,47,51,62,30,57,55
0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,49,0,0,0,0,0,47,18,22,35,53,46,49,52,20,51,58,51,43,51
0,0,100,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,100,0,0,0,0,0,50,0,0,100,45,56,49,48,45,54,54,50,25,57
0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,54,0,0,0,0,55,53,53,26,48,49,50,45,48,21,53,49,45,44
0,0,0,100,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,100,0,0,0,0,0,53,0,0,73,48,52,50,47,44,48,59,52,31
0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,55,0,0,0,54,36,34,56,56,48,47,51,50,55,17,52,45,50
0,0,0,0,100,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,100,0,0,0,43,0,0,0,57,77,58,41,55,51,47,55,50,41
0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,49,0,0,0,57,45,16,33,52,56,48,54,48,52,16,50,51
0,0,0,0,0,100,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,100,0,0,44,48,48,0,29,52,70,51,45,44,52,45,50,36
0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,41,0,58,0,54,46,50,31,50,49,42,49,49,51,25,49
0,0,0,0,0,0,100,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,100,0,46,44,0,40,100,14,46,79,54,51,53,56,55,52
0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,57,51,49,47,54,75,57,36,62,42,47,51,44,42,16
0,0,0,0,0,0,0,100,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,100,0,49,52,0,21,100,23,39,76,44,55,50,49,42
0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,51,0,45,48,80,48,34,42,50,46,60,51,52
0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,50,0,48,49,48,21,100,36,55,77,59,44,44,52
0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,45,0,45,50,77,59,31,46,50,60,59,52
0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,51,0,0,0,0,0,0,0,52,50,43,51,55,52,24,100,30,51,75,47,47,52
0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,51,50,55,60,50,42,72,54,28,54,48,46,58
0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,48,0,0,0,0,0,0,0,53,0,50,47,52,60,15,100,22,49,69,56,62
0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,58,55,0,49,0,49,55,52,80,51,33,51,55,46
0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,46,0,0,0,0,0,49,0,49,0,48,52,54,48,24,100,24,43,69,55
0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,45,51,40,0,50,0,55,51,44,70,51,34,50,59
0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,51,0,0,0,0,0,46,42,56,51,47,59,48,51,24,100,25,45,78
0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,44,53,58,41,51,49,0,53,56,52,81,45,27,52
0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,53,0,0,0,100,0,0,49,55,46,60,51,54,51,21,100,28,60
0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,85,48,53,57,7,54,45,0,45,46,56,72,53,31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,46,0,0,55,100,60,0,0,52,44,57,47,57,51,32,100,29
0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,72,50,57,49,13,52,57,0,56,57,45,79,43
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,51,0,0,48,0,48,55,0,60,44,59,51,42,59,22,100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,53,0,53,53,7,54,12,52,44,0,56,49,49,75
