34,36,38,40,42,60,62,64,68,70,72,74,76,82,86,88,90,92,94,104,94,106,110,112,114,116,118,120,122,130,132,134,136,138
0,0,0,0,0,0,0,53,0,100,0,0,0,0,100,0,25,52,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,100,0,0,0,0,0,61,0,0,0,0,0,100,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,21,0,0,100,0,100,0,0,50,0,100,0,25,58,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,100,0,29,0,0,0,52,0,0,0,0,0,100,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,22,0,57,100,0,100,0,0,0,0,100,0,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,100,0,30,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,27,0,49,100,0,100,0,46,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,56,0,25,0,0,100,40,0,0,24,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100,0,0,0,0,0,0,100,0,51,100,0,56,0,45,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,0,0,0,0,0,0,78,62,0,25,0,53,0,56,0,0,27,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,100,0,0,0,0,0,15,100,0,49,100,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,32,0,0,0,0,0,0,76,50,0,23,0,100,0,53,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,100,0,0,0,0,0,22,100,0,47,100,40,0,0,52,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,41,0,24,0,0,0,0,0,0,78,56,0,0,50,100,0,57,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,100,0,0,0,0,0,28,100,0,0,0,39,0,0,46,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,52,0,23,0,0,0,0,0,0,77,45,0,0,45,100,0,49,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
