50,52,54,56,58,60,62,98,100
0,0,100,0,0,0,0,52,74
0,0,0,0,0,0,0,36,51
42,0,0,100,0,0,0,47,49
0,0,0,0,0,0,0,41,31
0,45,0,0,100,0,0,11,56
0,0,0,0,0,0,0,24,48
0,0,46,0,0,100,0,73,16
0,0,0,0,0,0,0,71,26
0,0,0,57,0,0,100,35,48
53,0,0,0,0,0,0,11,80
0,0,0,0,56,0,0,44,39
0,46,0,0,0,0,0,13,7
100,0,0,0,0,46,0,100,56
0,0,50,0,0,0,0,43,12
0,100,0,0,0,0,41,33,100
0,0,0,53,0,0,0,0,45
