34,38,54,66,70,86
64,76,82
36,40,56,68,72,88
66,78,84
38,42,58,70,74,90
68,80,86
40,44,60,72,76,92
34,66,70,82,88
42,46,62,74,78,94
36,68,72,84,90
44,48,64,76,80,96
38,70,74,86,92
46,50,66,78,82,98
40,72,76,88,94
48,52,68,80,84,100
42,74,78,90,96
50,54,70,82,86,102
44,76,80,92,98
52,56,72,84,88,104
46,78,82,94,100
54,58,74,86,90,106
48,80,84,96,102
56,60,76,88,92,108
50,82,86,98,104
58,62,78,90,94,110
52,84,88,100,106
60,64,80,92,96,112
54,86,90,102,108
62,66,82,94,98,114
56,88,92,104,110
64,68,84,96,100,116
58,90,94,106,112
66,70,86,98,102,118
60,92,96,108,114
68,72,88,100,104,120
62,94,98,110,116
70,74,90,102,106,122
64,96,100,112,118
34,66,72,76,104,108
82,102,114,130
36,68,74,78,106,110
84,104,116,132
38,70,76,80,108,112
86,106,118,134
40,72,78,82,110,114
88,108,120,136
42,74,80,84,112,116
90,110,122,138
44,76,82,86,114,118
92,112,124,140
46,78,84,88,116,120
94,114,126,142
48,80,86,90,118,122
96,116,128,144
50,82,88,92,120,124
98,118,130,146
52,84,90,94,122,126
100,120,132,148
54,86,92,96,124,128
102,122,134,150
56,88,94,98,126,130
104,124,136,152
58,90,96,100,128,132
106,126,138,154
60,92,98,102,130,134
108,128,140,156
62,94,100,104,132,136
110,130,142,158
64,96,102,106,134,138
112,132,144,160
34,92,104,108,124,136,140,156
82,98,114,130,134,152
36,94,106,110,126,138,142,158
84,100,116,132,136,154
38,96,108,112,128,140,144,160
86,102,118,134,138,156
40,98,110,114,130,142,146,162
88,104,120,136,140,158
42,100,112,116,132,144,148,164
90,106,122,138,142,160
44,102,114,118,134,146,150,166
34,66,98,108,128,140,156,162
46,82,104,116,136,148,168
36,68,100,110,130,142,158,164
48,84,106,118,138,150,170
38,70,102,112,132,144,160,166
50,86,108,120,140,152,172
40,72,104,114,134,146,162,168
52,88,110,122,142,154,174
42,74,106,116,136,148,164,170
54,90,112,124,144,156,176
44,76,108,118,138,150,166,172
56,92,114,126,146,158,178
46,78,110,120,140,152,168,174
0,58,94,116,128,148,160,180
48,80,112,122,142,154,170,176
2,34,60,66,92,96,98,118,124,154,162,182
50,114,160
4,36,62,68,94,98,100,120,126,156,164,184
52,116,162
6,38,64,70,96,100,102,122,128,158,166,186
54,118,164
8,40,66,72,98,102,104,124,130,160,168,188
56,120,166
10,42,68,74,100,104,106,126,132,162,170,190
58,122,168
12,44,70,76,102,106,108,128,134,164,172,192
60,124,170
14,46,72,78,104,108,110,130,136,166,174,194
62,126,172
16,48,74,80,106,110,112,132,138,168,176,196
64,128,174
18,50,76,82,108,112,114,134,140,170,178,198
66,130,176
20,52,78,84,110,114,116,136,142,172,180,200
68,132,178
22,54,80,86,112,116,118,138,144,174,182,202
70,134,180
24,56,82,88,114,118,120,140,146,176,184,204
72,136,182
26,58,84,90,116,120,122,142,148,178,186,206
74,138,184
28,60,86,92,118,122,124,144,150,180,188,208
76,140,186
30,62,88,94,120,124,126,146,152,182,190,210
78,142,188
32,64,90,96,122,126,128,148,154,184,192,212
80,144,190
