114,116
49,44
37,64
52,53
25,35
64,47
37,26
38,66
53,38
57,35
47,48
44,50
33,50
91,46
52,30
51,92
52,57
57,48
32,53
47,54
56,23
14,53
27,48
47,15
84,28
33,43
16,78
56,37
15,10
100,51
43,13
43,100
0,53
