0,34,36,38,40,42,44,46,48,50,52,54,56,58,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,98,100,106,108,110,112,114,116,118,120,124,126,128,130,132,136,138,140,142,144,146,148,150,152,156,158,160,164,166,168,170,172,172,178,180
50,0,0,0,0,0,100,0,0,0,0,0,0,49,48,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,29,0,0,45,100,54,100,0,62,0,51,0,0,0,74,49,55,48,100,4,100,57,43,59,51,52,100,54,37,52,0,0,0
0,100,0,61,0,0,29,0,49,0,0,0,0,0,100,0,0,59,0,0,44,37,0,0,0,0,0,0,0,100,0,0,100,0,52,56,0,59,0,0,0,100,48,50,58,27,100,59,58,44,52,43,14,100,0,44,61,55,14,13,52,0,0,0
0,27,0,0,0,0,0,100,0,0,0,0,0,0,23,49,0,0,0,0,0,0,100,0,46,0,0,0,0,25,44,0,51,0,0,53,100,51,46,0,56,28,45,44,100,0,52,56,0,46,100,30,52,12,23,61,51,17,100,29,58,0,0,0
0,0,100,0,44,0,0,31,0,45,0,0,0,0,0,100,0,0,50,0,0,46,58,0,0,0,0,0,0,42,100,0,0,100,0,51,52,0,57,50,0,0,100,53,0,44,28,100,47,55,57,53,49,46,100,0,100,44,50,12,9,0,0,0
0,0,28,0,0,0,0,0,100,0,0,0,0,0,0,28,43,0,0,0,0,0,0,100,0,48,0,0,0,54,26,100,0,43,0,0,54,100,52,0,0,55,23,44,0,100,0,63,51,0,46,100,29,52,7,24,50,47,21,100,25,0,0,0
0,0,0,100,0,59,0,0,23,0,43,0,0,0,0,0,100,0,0,50,0,0,50,44,0,0,0,0,0,0,52,23,0,0,100,0,45,48,0,0,52,0,0,100,53,0,46,27,100,45,55,42,53,16,59,100,61,100,51,61,16,0,0,0
0,0,0,22,0,0,0,0,0,100,0,0,0,0,0,0,26,53,0,0,0,0,0,0,100,0,40,0,0,0,61,0,100,0,53,0,0,58,100,55,0,0,55,25,52,0,100,0,56,54,0,50,100,47,47,18,49,56,53,25,100,0,0,0
0,0,0,0,100,0,52,0,0,23,0,53,0,0,45,0,0,100,0,0,46,0,0,52,59,0,0,0,0,0,0,0,27,0,0,100,0,43,54,53,0,47,0,0,62,48,0,50,27,100,52,53,51,50,11,49,0,50,100,54,46,0,0,0
0,0,0,0,26,0,0,0,0,0,100,0,0,0,52,0,0,22,48,0,0,0,0,0,0,100,0,52,0,0,0,49,0,100,0,49,0,0,52,56,52,0,0,44,52,47,0,100,0,55,51,0,52,36,39,53,26,49,54,56,14,0,0,0
0,0,0,0,0,100,0,45,0,0,25,0,56,0,0,50,0,0,100,0,0,53,0,0,59,47,0,0,0,0,0,100,0,20,0,0,100,0,50,0,50,0,52,0,100,46,51,0,51,24,100,40,59,59,52,17,100,0,52,100,52,0,0,0
0,0,0,0,0,20,0,0,0,0,0,100,0,0,0,50,0,0,25,52,0,0,0,0,0,0,100,0,39,0,0,22,51,0,100,0,53,0,0,100,48,48,0,0,21,52,49,0,100,0,48,58,0,100,22,52,4,18,49,57,53,0,0,0
0,0,0,0,0,0,100,0,56,0,0,36,0,57,0,0,52,0,0,100,0,0,52,0,0,52,41,0,0,0,0,47,100,0,24,0,0,100,0,44,0,44,0,54,0,100,52,50,0,51,20,100,52,44,49,56,47,100,0,47,100,0,0,0
0,0,0,0,0,0,31,0,0,0,0,0,100,0,0,0,45,0,0,21,52,0,0,0,0,0,0,100,0,0,0,48,24,55,0,100,0,50,0,50,100,39,41,0,48,24,58,50,0,100,0,41,49,46,100,30,59,8,32,47,55,0,0,0
0,0,0,0,0,0,0,100,0,53,0,0,17,0,0,0,0,47,0,0,100,0,0,52,0,0,45,48,0,0,0,0,58,100,0,23,0,0,100,47,51,0,45,0,0,0,100,48,56,0,45,22,100,51,57,51,10,48,100,0,56,0,0,0
100,0,0,0,0,0,0,23,0,0,0,0,0,100,0,0,0,58,0,0,26,46,0,0,0,0,0,0,100,43,0,0,48,30,56,0,100,0,51,0,50,100,47,41,0,56,19,47,45,0,100,0,49,0,52,100,48,53,12,24,49,0,0,0
26,45,0,0,0,0,0,0,100,0,48,0,0,24,0,0,0,0,50,0,0,100,0,0,46,0,0,58,50,0,0,0,0,46,100,0,30,0,0,0,50,49,0,39,52,0,0,100,50,40,0,48,30,50,52,47,53,11,47,100,0,0,0,0
