0,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,178,180
0,47,0,0,0,0,100,0,0,0,0,0,0,48,0,0,0,52,40
0,0,0,0,60,0,31,0,0,0,0,0,0,0,0,0,0,64,50
0,0,53,0,0,0,0,100,0,0,0,0,0,0,51,0,0,52,47
0,0,0,0,0,43,0,29,0,0,0,0,0,0,0,0,0,49,47
0,0,0,49,0,0,0,0,100,0,0,0,0,0,0,44,0,49,48
0,0,0,0,0,0,50,0,39,0,0,0,0,0,0,0,0,29,39
0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,25,59,51
0,48,0,0,0,0,0,46,0,0,55,0,0,0,0,0,0,55,51
0,57,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,54,44
0,0,58,0,0,0,0,0,43,0,0,46,0,0,0,0,0,43,53
0,0,47,0,0,0,43,0,0,0,0,0,0,0,0,0,0,55,45
0,0,0,52,0,0,0,0,0,56,0,0,50,0,0,0,0,30,46
0,0,0,51,0,0,0,45,0,0,0,0,0,0,0,0,0,60,46
0,0,0,0,66,0,0,0,0,0,53,0,0,57,0,0,0,52,29
0,0,0,0,46,0,0,0,57,0,0,0,0,0,0,0,0,53,58
0,0,0,0,0,47,0,0,0,0,0,42,0,0,58,0,0,55,50
58,0,0,0,0,48,0,0,0,39,0,0,0,0,0,0,0,43,51
0,0,0,0,0,0,48,0,0,100,0,0,43,0,0,51,48,52,51
0,0,0,0,0,0,41,0,0,26,45,0,0,0,0,0,0,56,43
0,44,0,0,0,0,0,50,0,0,100,0,0,57,0,0,48,59,53
0,0,0,0,0,0,0,45,0,0,27,47,0,0,0,0,0,46,52
0,0,57,0,0,0,0,0,55,0,0,100,0,0,51,0,0,48,56
0,100,0,0,0,0,0,0,51,0,0,16,52,0,0,0,0,50,40
0,33,0,51,0,0,0,0,0,40,0,0,100,0,0,50,0,50,45
0,0,100,0,0,0,0,0,0,51,0,0,17,42,0,0,0,44,49
0,0,36,0,44,0,0,0,0,0,43,0,0,100,0,0,51,15,48
0,0,0,100,0,0,0,0,0,0,47,0,0,28,49,0,0,23,38
0,0,0,18,0,49,0,0,0,0,0,44,0,0,100,0,0,14,17
0,0,0,0,100,0,0,0,0,0,0,52,0,0,19,43,0,100,24
0,55,0,0,23,0,59,0,0,0,0,0,55,0,0,100,0,44,10
100,0,0,0,0,100,0,0,0,0,0,0,48,0,0,29,42,28,100
30,0,47,0,0,28,0,40,0,0,0,0,0,47,0,0,100,53,58
